caldt,vwretd,vwretx,sprtrn
19731231,0.011437,0.009421,0.016569
19740131,0.004413,0.002808,-0.010046
19740228,0.002345,-0.002452,-0.003624
19740329,-0.023364,-0.025299,-0.023280
19740430,-0.045961,-0.047694,-0.039051
19740531,-0.041981,-0.047321,-0.033551
19740628,-0.022942,-0.025407,-0.014665
19740731,-0.070874,-0.072695,-0.077791
19740830,-0.087757,-0.094578,-0.090279
19740930,-0.109718,-0.112274,-0.119335
19741031,0.165584,0.162459,0.163047
19741129,-0.041046,-0.048241,-0.053180
19741231,-0.027005,-0.030302,-0.020151
19750131,0.141600,0.139591,0.122812
19750228,0.058412,0.051629,0.059886
19750331,0.030190,0.027442,0.021694
19750430,0.046497,0.044433,0.047265
19750530,0.055140,0.049542,0.044101
19750630,0.051473,0.048958,0.044323
19750731,-0.060385,-0.062318,-0.067654
19750829,-0.023558,-0.028960,-0.021070
19750930,-0.038010,-0.040486,-0.034645
19751031,0.055857,0.053272,0.061643
19751128,0.031222,0.025801,0.024708
19751231,-0.010998,-0.013677,-0.011508
19760130,0.126012,0.124372,0.118306
19760227,0.007310,0.002081,-0.011402
19760331,0.026740,0.024295,0.030689
19760430,-0.010402,-0.011668,-0.010995
19760528,-0.009326,-0.015305,-0.014364
19760630,0.044521,0.042168,0.040926
19760730,-0.006136,-0.007574,-0.008055
19760831,-0.001398,-0.007387,-0.005124
19760930,0.024513,0.022385,0.022641
19761029,-0.020372,-0.022249,-0.022235
19761130,0.005363,-0.001438,-0.007775
19761231,0.061591,0.059300,0.052498
19770131,-0.036326,-0.037995,-0.050530
19770228,-0.015744,-0.021770,-0.021660
19770331,-0.009249,-0.011797,-0.014025
19770429,0.004962,0.003564,0.000203
19770531,-0.010777,-0.018005,-0.023568
19770630,0.051369,0.048712,0.045360
19770729,-0.012806,-0.014162,-0.016222
19770831,-0.013338,-0.020278,-0.021042
19770930,0.001572,-0.001008,-0.002480
19771031,-0.039278,-0.041312,-0.043406
19771130,0.045440,0.037081,0.026966
19771230,0.008223,0.005497,0.002847
19780131,-0.055199,-0.057209,-0.061514
19780228,-0.009275,-0.016700,-0.024762
19780331,0.034009,0.030865,0.024931
19780428,0.082853,0.081203,0.085416
19780531,0.023230,0.015499,0.004234
19780630,-0.010748,-0.013740,-0.017585
19780731,0.056741,0.054868,0.053910
19780831,0.042370,0.035504,0.025924
19780929,-0.006889,-0.009456,-0.007261
19781031,-0.110995,-0.113600,-0.091574
19781130,0.033787,0.025752,0.016640
19781229,0.017708,0.014580,0.014889
19790131,0.049530,0.047019,0.039746
19790228,-0.026765,-0.033781,-0.036526
19790330,0.065613,0.062472,0.055152
19790430,0.008520,0.006438,0.001673
19790531,-0.013571,-0.021458,-0.026336
19790629,0.046852,0.043821,0.038656
19790731,0.014991,0.012773,0.008746
19790831,0.064732,0.057305,0.053078
19790928,0.001426,-0.000932,0.000000
19791031,-0.072662,-0.075470,-0.068606
19791130,0.063604,0.055810,0.042624
19791231,0.028215,0.025174,0.016767
19800131,0.065607,0.063303,0.057625
19800229,0.001015,-0.005740,-0.004380
19800331,-0.120224,-0.123258,-0.101795
19800430,0.052287,0.049833,0.041140
19800530,0.060090,0.052629,0.046571
19800630,0.037714,0.034438,0.026969
19800731,0.069438,0.067066,0.065039
19800829,0.023554,0.017236,0.005835
19800930,0.029498,0.026617,0.025168
19801031,0.020095,0.017370,0.016021
19801128,0.104952,0.099010,0.102377
19801231,-0.034411,-0.037041,-0.033874
19810130,-0.040085,-0.041823,-0.045742
19810227,0.015519,0.009121,0.013277
19810331,0.046183,0.043095,0.036033
19810430,-0.011266,-0.013035,-0.023456
19810529,0.013546,0.007402,-0.001657
19810630,-0.010243,-0.013356,-0.010408
19810731,-0.003079,-0.004806,-0.002210
19810831,-0.056281,-0.063014,-0.062099
19810930,-0.063776,-0.066716,-0.053832
19811030,0.060162,0.057005,0.049148
19811130,0.045848,0.039226,0.036590
19811231,-0.028096,-0.031104,-0.030075
19820129,-0.026209,-0.027912,-0.017544
19820226,-0.051126,-0.058640,-0.060548
19820331,-0.010101,-0.014055,-0.010167
19820430,0.043269,0.041424,0.040014
19820528,-0.028213,-0.036597,-0.039162
19820630,-0.023913,-0.027380,-0.020290
19820730,-0.020525,-0.022743,-0.022991
19820831,0.119016,0.109934,0.115977
19820930,0.016766,0.013675,0.007614
19821029,0.118632,0.115926,0.110364
19821130,0.051941,0.044997,0.036123
19821231,0.014510,0.012023,0.015158
19830131,0.041844,0.039755,0.033134
19830228,0.030215,0.024204,0.018995
19830331,0.034678,0.031620,0.033095
19830429,0.074185,0.072839,0.074922
19830531,0.013225,0.007961,-0.012346
19830630,0.037837,0.034865,0.035224
19830729,-0.031570,-0.032865,-0.033014
19830831,0.003465,-0.001801,0.011319
19830930,0.016027,0.013102,0.010158
19831031,-0.028078,-0.029779,-0.015174
19831130,0.029556,0.024206,0.017426
19831230,-0.010464,-0.013442,-0.008834
19840131,-0.013025,-0.014875,-0.009216
19840229,-0.039073,-0.043938,-0.038859
19840330,0.013390,0.010025,0.013498
19840430,0.002538,0.000800,0.005466
19840531,-0.052320,-0.057705,-0.059356
19840629,0.023384,0.019501,0.017469
19840731,-0.020623,-0.022544,-0.016451
19840831,0.112691,0.106814,0.106332
19840928,0.000403,-0.002539,-0.003480
19841031,-0.000073,-0.002921,-0.000060
19841130,-0.010685,-0.015257,-0.015112
19841231,0.023653,0.020092,0.022374
19850131,0.085719,0.083508,0.074085
19850228,0.016898,0.012269,0.008685
19850329,-0.001747,-0.004924,-0.002925
19850430,-0.002187,-0.003958,-0.004594
19850531,0.055774,0.050799,0.054051
19850628,0.017091,0.014038,0.012134
19850731,-0.000251,-0.002220,-0.004848
19850830,-0.004794,-0.009592,-0.011995
19850930,-0.039826,-0.042577,-0.034724
19851031,0.044441,0.042023,0.042509
19851129,0.069228,0.064699,0.065062
19851231,0.043061,0.040080,0.045061
19860131,0.009830,0.008007,0.002367
19860228,0.072501,0.068191,0.071489
19860331,0.053887,0.051362,0.052794
19860430,-0.007903,-0.009634,-0.014148
19860530,0.050847,0.047126,0.050229
19860630,0.014244,0.011622,0.014110
19860731,-0.059700,-0.061454,-0.058683
19860829,0.066183,0.062430,0.071193
19860930,-0.079020,-0.081272,-0.085439
19861031,0.049305,0.046860,0.054729
19861128,0.015093,0.010874,0.021477
19861231,-0.026387,-0.029056,-0.028288
19870130,0.128499,0.126927,0.131767
19870227,0.047922,0.044495,0.036924
19870331,0.023664,0.021218,0.026390
19870430,-0.016996,-0.018893,-0.011450
19870529,0.005123,0.001872,0.006034
19870630,0.043655,0.041143,0.047915
19870731,0.044247,0.042348,0.048224
19870831,0.037147,0.033860,0.034959
19870930,-0.020773,-0.022845,-0.024166
19871030,-0.225361,-0.227342,-0.217630
19871130,-0.072272,-0.076512,-0.085349
19871231,0.070324,0.067212,0.072861
19880129,0.044875,0.043042,0.040432
19880229,0.051691,0.045995,0.041817
19880331,-0.016598,-0.019273,-0.033343
19880429,0.010993,0.009190,0.009425
19880531,0.000447,-0.003859,0.003176
19880630,0.051457,0.048743,0.043256
19880729,-0.007272,-0.009941,-0.005411
19880831,-0.028006,-0.032443,-0.038600
19880930,0.037204,0.034604,0.039729
19881031,0.017645,0.014482,0.025964
19881130,-0.016411,-0.021130,-0.018891
19881230,0.021071,0.017627,0.014688
19890131,0.066101,0.063305,0.071115
19890228,-0.016442,-0.020172,-0.028944
19890331,0.021465,0.018641,0.020806
19890428,0.048207,0.046272,0.050090
19890531,0.039336,0.034581,0.035138
19890630,-0.004856,-0.007428,-0.007925
19890731,0.077128,0.074881,0.088370
19890831,0.022126,0.018228,0.015517
19890929,-0.001473,-0.003969,-0.006544
19891031,-0.029285,-0.031337,-0.025175
19891130,0.017816,0.014333,0.016541
19891229,0.018294,0.015515,0.021417
19900131,-0.070114,-0.071947,-0.068817
19900228,0.014900,0.010957,0.008539
19900330,0.024148,0.021626,0.024255
19900430,-0.028283,-0.030562,-0.026887
19900531,0.088935,0.084648,0.091989
19900629,-0.004193,-0.006736,-0.008886
19900731,-0.009392,-0.011593,-0.005223
19900831,-0.091903,-0.095716,-0.094314
19900928,-0.053844,-0.056110,-0.051184
19901031,-0.012499,-0.015049,-0.006698
19901130,0.065742,0.061414,0.059934
19901231,0.029511,0.026274,0.024828
19910131,0.049083,0.046987,0.041518
19910228,0.075848,0.071836,0.067281
19910328,0.028922,0.026702,0.022203
19910430,0.003311,0.001186,0.000346
19910531,0.040737,0.037177,0.038577
19910628,-0.044024,-0.046271,-0.047893
19910731,0.046789,0.044984,0.044859
19910830,0.026807,0.023275,0.019649
19910930,-0.010979,-0.013078,-0.019144
19911031,0.017847,0.016248,0.011860
19911129,-0.037291,-0.040572,-0.043928
19911231,0.106782,0.104147,0.111588
19920131,-0.001164,-0.002591,-0.019900
19920228,0.013355,0.010308,0.009565
19920331,-0.023699,-0.025970,-0.021832
19920430,0.013414,0.011872,0.027893
19920529,0.006407,0.003302,0.000964
19920630,-0.019258,-0.021664,-0.017359
19920731,0.039900,0.038369,0.039374
19920831,-0.020819,-0.023970,-0.023998
19920930,0.012461,0.010286,0.009106
19921030,0.010981,0.009545,0.002106
19921130,0.040183,0.036954,0.030262
19921231,0.017742,0.015534,0.010108
19930129,0.012617,0.011302,0.007046
19930226,0.005425,0.002664,0.010484
19930331,0.025089,0.022659,0.018697
19930430,-0.025391,-0.026714,-0.025417
19930528,0.029572,0.026539,0.022717
19930630,0.005434,0.003218,0.000755
19930730,-0.000806,-0.002153,-0.005327
19930831,0.039496,0.036565,0.034432
19930930,0.000629,-0.001353,-0.009988
19931029,0.018051,0.016730,0.019393
19931130,-0.017600,-0.020476,-0.012911
19931231,0.019555,0.017529,0.010091
19940131,0.031459,0.030071,0.032501
19940228,-0.024207,-0.026759,-0.030045
19940331,-0.045795,-0.047882,-0.045746
19940429,0.009495,0.008045,0.011531
19940531,0.009353,0.006362,0.012419
19940630,-0.027880,-0.030055,-0.026812
19940729,0.030657,0.029283,0.031467
19940831,0.042629,0.039724,0.037643
19940930,-0.018338,-0.020352,-0.026898
19941031,0.014520,0.013000,0.020834
19941130,-0.037206,-0.039980,-0.039505
19941230,0.012580,0.010141,0.012299
19950131,0.020353,0.018753,0.024278
19950228,0.039647,0.037074,0.036074
19950331,0.027065,0.024887,0.027329
19950428,0.025048,0.023597,0.027960
19950531,0.033908,0.031129,0.036312
19950630,0.031142,0.029212,0.021279
19950731,0.040801,0.038953,0.031776
19950831,0.009295,0.006798,-0.000320
19950929,0.036354,0.034641,0.040098
19951031,-0.011339,-0.012670,-0.004979
19951130,0.042771,0.040301,0.041049
19951229,0.015192,0.013354,0.017444
19960131,0.028121,0.026805,0.032617
19960229,0.016353,0.014231,0.006934
19960329,0.010914,0.009211,0.007917
19960430,0.025560,0.024315,0.013431
19960531,0.026810,0.024550,0.022853
19960628,-0.008289,-0.009820,0.002257
19960731,-0.053849,-0.055285,-0.045748
19960830,0.032451,0.030381,0.018814
19960930,0.052985,0.051279,0.054173
19961031,0.013673,0.012302,0.026131
19961129,0.065594,0.063622,0.073376
19961231,-0.011382,-0.013070,-0.021505
19970131,0.053441,0.052358,0.061317
19970228,-0.001067,-0.002802,0.005928
19970331,-0.044864,-0.046515,-0.042614
19970430,0.042396,0.041181,0.058406
19970530,0.071640,0.069787,0.058577
19970630,0.044081,0.042690,0.043453
19970731,0.076513,0.075201,0.078123
19970829,-0.036320,-0.037678,-0.057446
19970930,0.058453,0.057049,0.053154
19971031,-0.034432,-0.035502,-0.034478
19971128,0.030354,0.028841,0.044587
19971231,0.017822,0.016307,0.015732
19980130,0.004511,0.003633,0.010150
19980227,0.073321,0.071816,0.070449
19980331,0.051273,0.050016,0.049946
19980430,0.010924,0.009923,0.009076
19980529,-0.025746,-0.027038,-0.018826
19980630,0.031839,0.030620,0.039438
19980731,-0.023377,-0.024353,-0.011615
19980831,-0.157860,-0.159168,-0.145797
19980930,0.063814,0.062295,0.062396
19981030,0.074406,0.073389,0.080294
19981130,0.062001,0.060593,0.059126
19981231,0.063058,0.061731,0.056375
19990129,0.038447,0.037646,0.041009
19990226,-0.038083,-0.039268,-0.032283
19990331,0.037925,0.036652,0.038794
19990430,0.049092,0.048271,0.037944
19990528,-0.020708,-0.022384,-0.024970
19990630,0.050823,0.049725,0.054438
19990730,-0.030833,-0.031710,-0.032046
19990831,-0.009907,-0.011065,-0.006254
19990930,-0.022669,-0.023872,-0.028552
19991029,0.062107,0.061318,0.062539
19991130,0.036822,0.035616,0.019062
19991231,0.083745,0.082631,0.057844
20000131,-0.039622,-0.040263,-0.050904
20000229,0.031760,0.030657,-0.020108
20000331,0.053499,0.052515,0.096720
20000428,-0.059519,-0.060310,-0.030796
20000531,-0.038860,-0.040020,-0.021915
20000630,0.051576,0.050779,0.023934
20000731,-0.017679,-0.018399,-0.016341
20000831,0.074984,0.073803,0.060699
20000929,-0.051154,-0.051895,-0.053483
20001031,-0.024480,-0.025155,-0.004949
20001130,-0.102365,-0.103574,-0.080069
20001229,0.020450,0.019455,0.004053
20010131,0.039575,0.038787,0.034637
20010228,-0.099084,-0.100183,-0.092291
20010330,-0.070408,-0.071364,-0.064205
20010430,0.083835,0.082830,0.076814
20010531,0.010450,0.009064,0.005090
20010629,-0.017561,-0.018336,-0.025004
20010731,-0.018284,-0.019250,-0.010772
20010831,-0.058980,-0.060355,-0.064108
20010928,-0.091497,-0.092630,-0.081723
20011031,0.027847,0.026829,0.018099
20011130,0.078789,0.077353,0.075176
20011231,0.017854,0.016573,0.007574
20020131,-0.015966,-0.016921,-0.015574
20020228,-0.021700,-0.023066,-0.020766
20020328,0.044698,0.043730,0.036739
20020430,-0.049600,-0.050504,-0.061418
20020531,-0.010510,-0.011958,-0.009081
20020628,-0.070259,-0.071515,-0.072465
20020731,-0.081125,-0.082310,-0.078995
20020830,0.007949,0.006405,0.004881
20020930,-0.099923,-0.101387,-0.110013
20021031,0.074940,0.073522,0.086436
20021129,0.061282,0.059612,0.057070
20021231,-0.053334,-0.054977,-0.060333
20030131,-0.023367,-0.024576,-0.027415
20030228,-0.015417,-0.017243,-0.017004
20030331,0.010321,0.008901,0.008358
20030430,0.082768,0.081180,0.081044
20030530,0.063471,0.061778,0.050899
20030630,0.016346,0.014797,0.011322
20030731,0.023112,0.021764,0.016224
20030829,0.024965,0.023486,0.017873
20030930,-0.009120,-0.010607,-0.011944
20031031,0.060361,0.058882,0.054962
20031128,0.016594,0.015052,0.007129
20031231,0.045476,0.043820,0.050765
20040130,0.023042,0.022019,0.017276
20040227,0.015443,0.013958,0.012209
20040331,-0.010662,-0.011985,-0.016359
20040430,-0.024222,-0.025568,-0.016791
20040528,0.014068,0.012384,0.012083
20040630,0.021611,0.020049,0.017989
20040730,-0.037698,-0.038792,-0.034291
20040831,0.002703,0.001058,0.002287
20040930,0.020556,0.019099,0.009364
20041029,0.017806,0.016579,0.014014
20041130,0.048214,0.044320,0.038595
20041231,0.035170,0.033414,0.032458
20050131,-0.026546,-0.027399,-0.025290
20050228,0.022646,0.020810,0.018903
20050331,-0.016944,-0.018578,-0.019118
20050429,-0.025206,-0.026590,-0.020109
20050531,0.037954,0.036151,0.029952
20050630,0.011529,0.009905,-0.000143
20050729,0.043357,0.042251,0.035968
20050831,-0.005958,-0.007776,-0.011222
20050930,0.010600,0.009331,0.006949
20051031,-0.020866,-0.021974,-0.017741
20051130,0.040326,0.038073,0.035186
20051230,0.003458,0.001884,-0.000952
20060131,0.040072,0.038966,0.025467
20060228,-0.001639,-0.003552,0.000453
20060331,0.019065,0.017598,0.011065
20060428,0.013000,0.011530,0.012187
20060531,-0.031032,-0.033010,-0.030917
20060630,-0.000391,-0.001887,0.000087
20060731,-0.001912,-0.002955,0.005086
20060831,0.025041,0.022968,0.021274
20060929,0.019425,0.018110,0.024566
20061031,0.037153,0.036107,0.031508
20061130,0.023736,0.021374,0.016467
20061229,0.010857,0.009154,0.012616
20070131,0.019387,0.018452,0.014059
20070228,-0.014006,-0.015996,-0.021846
20070330,0.012954,0.011479,0.009980
20070430,0.039834,0.038470,0.043291
20070531,0.038953,0.036666,0.032549
20070629,-0.014747,-0.016110,-0.017816
20070731,-0.031790,-0.032792,-0.031982
20070831,0.011593,0.009641,0.012864
20070928,0.040822,0.039306,0.035794
20071031,0.025910,0.024770,0.014822
20071130,-0.049362,-0.051309,-0.044043
20071231,-0.004405,-0.006493,-0.008628
20080131,-0.062218,-0.063321,-0.061163
20080229,-0.021697,-0.023636,-0.034761
20080331,-0.010444,-0.012186,-0.005960
20080430,0.051199,0.049876,0.047547
20080530,0.023935,0.021621,0.010674
20080630,-0.078436,-0.080249,-0.085962
20080731,-0.013413,-0.014760,-0.009859
20080829,0.010597,0.008608,0.012191
20080930,-0.098172,-0.099959,-0.090791
20081031,-0.184838,-0.186323,-0.169425
20081128,-0.084685,-0.087425,-0.074849
20081231,0.022231,0.019164,0.007822
20090130,-0.077475,-0.078867,-0.085657
20090227,-0.100175,-0.103362,-0.109931
20090331,0.086813,0.083558,0.085405
20090430,0.109483,0.107649,0.093925
20090529,0.067797,0.065147,0.053081
20090630,-0.003020,-0.004963,0.000196
20090731,0.081792,0.080374,0.074142
20090831,0.031514,0.029356,0.033560
20090930,0.045288,0.043651,0.035723
20091030,-0.028079,-0.029333,-0.019762
20091130,0.057086,0.054630,0.057364
20091231,0.028486,0.026461,0.017771
20100129,-0.037186,-0.038198,-0.036974
20100226,0.034754,0.032667,0.028514
20100331,0.063688,0.062005,0.058796
20100430,0.020039,0.018928,0.014759
20100528,-0.079267,-0.081355,-0.081976
20100630,-0.050802,-0.052542,-0.053882
20100730,0.070384,0.068688,0.068778
20100831,-0.042887,-0.045012,-0.047449
20100930,0.091669,0.089789,0.087551
20101029,0.038606,0.037086,0.036856
20101130,0.005121,0.002922,-0.002290
20101231,0.067213,0.064883,0.065300
20110131,0.019190,0.018237,0.022646
20110228,0.038168,0.036236,0.031957
20110331,0.003343,0.001760,-0.001047
20110429,0.028602,0.027489,0.028495
20110531,-0.014957,-0.016966,-0.013501
20110630,-0.018453,-0.020216,-0.018258
20110729,-0.022550,-0.023689,-0.021474
20110831,-0.057597,-0.059737,-0.056791
20110930,-0.085030,-0.086719,-0.071762
20111031,0.114215,0.112805,0.107723
20111130,-0.006273,-0.008941,-0.005059
20111230,0.003671,0.001424,0.008533
20120131,0.054140,0.052992,0.043583
20120229,0.041253,0.038980,0.040589
20120330,0.024039,0.022157,0.031332
20120430,-0.006840,-0.008057,-0.007497
20120531,-0.065641,-0.068056,-0.062651
20120629,0.038181,0.036079,0.039555
20120731,0.010306,0.009054,0.012598
20120831,0.026336,0.023737,0.019763
20120928,0.026532,0.024583,0.024236
20121031,-0.014064,-0.015511,-0.019789
20121130,0.006219,0.002978,0.002847
20121231,0.012580,0.009031,0.007068
20130131,0.054189,0.052983,0.050428
20130228,0.008284,0.006081,0.011061
20130328,0.035320,0.033552,0.035988
20130430,0.014942,0.013768,0.018086
20130531,0.019155,0.016594,0.020763
20130628,-0.015071,-0.017088,-0.014999
20130731,0.052690,0.051255,0.049462
20130830,-0.025761,-0.027938,-0.031298
20130930,0.037514,0.035716,0.029749
20131031,0.039908,0.038623,0.044596
20131129,0.024973,0.022848,0.028049
20131231,0.026160,0.024103,0.023563
20140131,-0.030047,-0.031152,-0.035583
20140228,0.046225,0.043990,0.043117
20140331,0.004544,0.002823,0.006932
20140430,0.001569,0.000406,0.006201
20140530,0.020260,0.018052,0.021030
20140630,0.027991,0.026004,0.019058
20140731,-0.020567,-0.021860,-0.015080
20140829,0.040225,0.038222,0.037655
20140930,-0.025209,-0.026906,-0.015514
20141031,0.021174,0.019927,0.023201
20141128,0.021114,0.018948,0.024534
20141231,-0.003662,-0.005800,-0.004189
20150130,-0.027207,-0.028277,-0.031041
20150227,0.055974,0.053658,0.054893
20150331,-0.010410,-0.012224,-0.017396
20150430,0.008776,0.007629,0.008521
20150529,0.010290,0.008128,0.010491
20150630,-0.019238,-0.021178,-0.021012
20150731,0.012110,0.010898,0.019742
20150831,-0.059982,-0.062049,-0.062581
20150930,-0.033793,-0.035730,-0.026443
20151030,0.074006,0.072611,0.082983
20151130,0.002410,0.000141,0.000505
20151231,-0.022228,-0.024466,-0.017530
20160129,-0.057147,-0.058316,-0.050735
20160229,0.000613,-0.001810,-0.004128
20160331,0.070554,0.068184,0.065991
20160429,0.011725,0.010491,0.002699
20160531,0.014354,0.011939,0.015329
20160630,0.002929,0.000858,0.000906
20160729,0.038849,0.037602,0.035610
20160831,0.002806,0.000469,-0.001219
20160930,0.003015,0.001238,-0.001234
20161031,-0.021566,-0.022810,-0.019426
20161130,0.040543,0.038094,0.034174
20161230,0.018772,0.016637,0.018201
20170131,0.022173,0.021149,0.017884
20170228,0.032623,0.030521,0.037198
20170331,0.002064,0.000194,-0.000389
20170428,0.009657,0.008538,0.009091
20170531,0.009335,0.006985,0.011576
20170630,0.009580,0.007699,0.004814
20170731,0.020294,0.018910,0.019349
20170831,0.001593,-0.000645,0.000546
20170929,0.023758,0.022151,0.019303
20171031,0.019311,0.018210,0.022188
20171130,0.027260,0.024932,0.028083
20171229,0.012129,0.010273,0.009832
20180131,0.050638,0.049686,0.056179
20180228,-0.039481,-0.041350,-0.038947
20180329,-0.018445,-0.020312,-0.026885
20180430,0.004692,0.003584,0.002719
20180531,0.026164,0.023868,0.021608
20180629,0.005365,0.003582,0.004842
20180731,0.031604,0.030468,0.036022
20180831,0.030233,0.027765,0.030263
20180928,0.000425,-0.001212,0.004294
20181031,-0.074045,-0.075113,-0.069403
20181130,0.018512,0.016171,0.017859
20181231,-0.089890,-0.092124,-0.091777
20190131,0.088294,0.087067,0.078684
20190228,0.032724,0.030666,0.029729
20190329,0.012962,0.011140,0.017924
20190430,0.037893,0.036700,0.039313
20190531,-0.061679,-0.063898,-0.065778
20190628,0.067279,0.065283,0.068930
20190731,0.011854,0.010701,0.013128
20190830,-0.020339,-0.022372,-0.018092
20190930,0.016033,0.014169,0.017181
20191031,0.019256,0.018085,0.020432
20191129,0.034997,0.032983,0.034047
20191231,0.028491,0.026244,0.028590
20200131,-0.001728,-0.002849,-0.001628
20200228,-0.077918,-0.079868,-0.084110
20200331,-0.141733,-0.143685,-0.125119
20200430,0.129677,0.128408,0.126844
20200529,0.053739,0.051688,0.045282
20200630,0.025299,0.023522,0.018388
20200731,0.055529,0.054408,0.055101
20200831,0.068442,0.066798,0.070065
20200930,-0.035056,-0.036515,-0.039228
20201030,-0.020179,-0.021218,-0.027666
20201130,0.123707,0.122019,0.107546
20201231,0.045049,0.043244,0.037121
20210129,-0.000631,-0.001611,-0.011137
20210226,0.029196,0.027888,0.026091
20210331,0.030573,0.029086,0.042439
20210430,0.048192,0.047301,0.052425
20210528,0.007092,0.005786,0.005487
20210630,0.023422,0.022021,0.022214
20210730,0.011828,0.010952,0.022748
20210831,0.027147,0.025842,0.028990
20210930,-0.042244,-0.043531,-0.047569
20211029,0.064658,0.063767,0.069144
20211130,-0.018347,-0.019703,-0.008334
20211231,0.033347,0.031579,0.043613
